Protein;Np;Young WT 1;Young WT 2;Old WT 1;Old WT 2;Ht pro 1;Ht pro 2;Hm pro 1;Hm pro 2;Mean z Young WT;Mean z Old WT;Mean z Ht pro;Mean z Hm pro;∆ mean z Old WT;∆ mean z Ht pro;∆ mean z Hm pro;P value Old WT;P value Ht pro;P value Hm pro;Change Old WT;Change Ht pro;Change Hm pro;Artifact
>tr|Q497N0|Q497N0_MOUSE Chaperonin containing Tcp1, subunit 6b (Zeta) OS=Mus musculus GN=Cct6b PE=1 SV=1;3;0.580865536;-0.62906981;-0.483826148;0.332545295;1.100700944;0.465184519;-0.496650757;0.157633254;-0.024102137;-0.0756404265;0.7829427315;-0.1695087515;-0.0515382895;0.8070448685;-0.1454066145;0.939502560980807;0.257234862693488;0.830695361484434;0;0;0;FALSE
>tr|Q3UAP1|Q3UAP1_MOUSE Prolactin regulatory element binding, isoform CRA_c OS=Mus musculus GN=Preb PE=1 SV=1;5;-0.75955365;0.816991685;0.031474914;-0.078480801;0.098743763;-0.159397297;0.359512619;-0.034636475;0.0287190175;-0.0235029435;-0.030326767;0.162438072;-0.052221961;-0.0590457845;0.1337190545;0.937462870054096;0.92931579667181;0.840973050127802;0;0;0;FALSE
>tr|Q3ZB62|Q3ZB62_MOUSE Myelin-associated glycoprotein OS=Mus musculus GN=Mag PE=2 SV=1;3;0.424173954;-0.352885245;0.081098531;-0.11492772;1.25055468;-0.419125996;-1.64311971;-1.405258379;0.0356443545;-0.0169145945;0.415714342;-1.5241890445;-0.052558949;0.3800699875;-1.559833399;0.940765490012667;0.594825068661062;0.0554225063107973;0;0;0;FALSE
>sp|B2RUR8|OTU7B_MOUSE OTU domain-containing protein 7B OS=Mus musculus GN=Otud7b PE=1 SV=1;2;-1.231348455;1.196969438;0.805731896;-0.946491148;-1.137460797;-1.449457849;-0.671040869;-2.021673994;-0.0171895085;-0.070379626;-1.293459323;-1.3463574315;-0.0531901175;-1.2762698145;-1.329167923;0.958660055777091;0.237768351643143;0.22073816809523;0;0;0;FALSE
>tr|F6QLG1|F6QLG1_MOUSE Phospholipid-transporting ATPase ID (Fragment) OS=Mus musculus GN=Atp8b2 PE=3 SV=1;1;1.116798543;-1.137261149;-1.22055382;1.093571703;0.67275509;-0.707522723;-0.292494179;1.117583481;-0.010231303;-0.0634910584999999;-0.0173838165;0.412544651;-0.0532597555;-0.00715251350000001;0.422775954;0.962883501389394;0.995013285912631;0.713179869339537;0;0;0;FALSE
>sp|Q3TCN2|PLBL2_MOUSE Putative phospholipase B-like 2 OS=Mus musculus GN=Plbd2 PE=1 SV=2;5;-0.748958962;0.810174629;0.751650962;-0.797822239;-0.356212227;0.453367981;-1.598501573;-1.407801773;0.0306078335;-0.0230856385;0.048577877;-1.503151673;-0.053693472;0.0179700435;-1.5337595065;0.946998399592691;0.982247341419837;0.0889559434352963;0;0;0;FALSE
>tr|Q3UZR8|Q3UZR8_MOUSE Eukaryotic translation initiation factor 2B, subunit 1 (Alpha) OS=Mus musculus GN=Eif2b1 PE=1 SV=1;1;-2.490946085;2.071276138;-0.044745053;-0.484279423;-0.712979712;-0.304135685;0.966332388;-0.041308024;-0.2098349735;-0.264512238;-0.5085576985;0.462512182;-0.0546772645;-0.298722725;0.6723471555;0.968331622149923;0.828567954712124;0.628382003328402;0;0;0;FALSE
>tr|Q3U6G1|Q3U6G1_MOUSE Biliverdin reductase B (Flavin reductase (NADPH)) OS=Mus musculus GN=Blvrb PE=1 SV=1;5;0.390261897;-0.286069048;0.169718182;-0.174941744;0.51466984;-0.508515347;1.893765955;-0.939540449;0.0520964245;-0.00261178100000001;0.00307724650000002;0.477112753;-0.0547082055;-0.049019178;0.4250163285;0.955485015417691;0.960109079196432;0.666656038564273;0;0;0;FALSE
>sp|Q9QXB9|DRG2_MOUSE Developmentally-regulated GTP-binding protein 2 OS=Mus musculus GN=Drg2 PE=1 SV=1;6;-1.464088952;1.336799941;0.487429616;-0.724188435;-0.451679504;-0.417254272;1.954122813;0.831680976;-0.0636445055;-0.1183794095;-0.434466888;1.3929018945;-0.054734904;-0.3708223825;1.4565464;0.956978840861513;0.716059732155485;0.179718037078991;0;0;0;FALSE
>sp|Q8VEL9|REM2_MOUSE GTP-binding protein REM 2 OS=Mus musculus GN=Rem2 PE=1 SV=2;3;-1.611753632;1.50023342;-0.470732666;0.249530529;-0.694223701;-0.715638647;0.826444032;0.089734888;-0.055760106;-0.1106010685;-0.704931174;0.45808946;-0.0548409625;-0.649171068;0.513849566;0.957162273742545;0.530839788119284;0.617959955756798;0;0;0;FALSE
>tr|J3QPM7|J3QPM7_MOUSE Protein Gm21915 OS=Mus musculus GN=Gm21915 PE=4 SV=1;1;0.747768568;-0.70781973;-0.064893077;-0.005443926;2.53562654;0.516628546;0.038139908;-0.103954027;0.019974419;-0.0351685015;1.526127543;-0.0329070595;-0.0551429205;1.506153124;-0.0528814785;0.947611598449653;0.104415413170244;0.949756531719624;0;0;0;FALSE
>sp|Q8C547|HTR5B_MOUSE HEAT repeat-containing protein 5B OS=Mus musculus GN=Heatr5b PE=1 SV=3;3;-0.490613689;0.5329829;0.675488847;-0.745483209;0.098591503;1.361479557;1.335392414;1.148509317;0.0211846055;-0.034997181;0.73003553;1.2419508655;-0.0561817865;0.7088509245;1.22076626;0.941725887535769;0.370582463250133;0.142937318833142;0;0;0;FALSE
>sp|Q921Z5|TFIP8_MOUSE Tumor necrosis factor alpha-induced protein 8 OS=Mus musculus GN=Tnfaip8 PE=1 SV=1;1;0.759539147;-0.732553928;-0.058057112;-0.027841139;1.494588381;1.323891149;-0.484987628;0.378488163;0.0134926095;-0.0429491255;1.409239765;-0.0532497325;-0.056441735;1.3957471555;-0.066742342;0.933973067647857;0.0705748193015027;0.921966528723339;0;0;0;FALSE
>tr|Q3TT81|Q3TT81_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Pcbp2 PE=2 SV=1;2;-0.304570575;0.37217807;0.104593563;-0.150730047;-0.211860454;0.743345191;0.10067405;-0.202267426;0.0338037475;-0.023068242;0.2657423685;-0.050796688;-0.0568719895;0.231938621;-0.0846004355;0.923852963878107;0.698180721029008;0.886981198272752;0;0;0;FALSE
>sp|Q8CH09|SUGP2_MOUSE SURP and G-patch domain-containing protein 2 OS=Mus musculus GN=Sugp2 PE=1 SV=2;7;0.371673071;-0.363148672;-0.280475554;0.174816466;-0.355461477;-0.751603341;-1.006542449;0.677830988;0.00426219950000001;-0.052829544;-0.553532409;-0.1643557305;-0.0570917435;-0.5577946085;-0.16861793;0.936855972200064;0.448535071038418;0.815324627142319;0;0;0;FALSE
>sp|Q8CI32|BAG5_MOUSE BAG family molecular chaperone regulator 5 OS=Mus musculus GN=Bag5 PE=1 SV=1;7;-0.960732253;0.896746461;-0.108787562;-0.070489338;-0.777928459;-0.750023789;-0.315702241;-1.277011821;-0.031992896;-0.08963845;-0.763976124;-0.796357031;-0.057645554;-0.731983228;-0.764364135;0.938965724812219;0.346734827530674;0.327181291550857;0;0;0;FALSE
>sp|O70310|NMT1_MOUSE Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus GN=Nmt1 PE=1 SV=1;9;0.166967821;-0.143987786;-0.418973273;0.326326981;-0.366809181;0.363124853;0.009329248;0.446847184;0.0114900175;-0.046323146;-0.00184216399999998;0.228088216;-0.0578131635;-0.0133321815;0.2165981985;0.921339185489958;0.981826082265379;0.71269294549079;0;0;0;FALSE
>sp|Q8CFV9|RIFK_MOUSE Riboflavin kinase OS=Mus musculus GN=Rfk PE=1 SV=2;1;0.91591275;-0.894499729;-0.649317572;0.555095555;0.505165445;0.535419577;1.038397737;0.743763968;0.0107065105;-0.0471110085;0.520292511;0.8910808525;-0.057817519;0.5095860005;0.880374342;0.940479005065208;0.516939371026737;0.276611351527377;0;0;0;FALSE
>sp|Q9CZV8|FXL20_MOUSE F-box/LRR-repeat protein 20 OS=Mus musculus GN=Fbxl20 PE=1 SV=3;2;-0.926842433;0.896946385;0.121398094;-0.267241835;0.406733544;0.568600102;0.948146276;0.318386156;-0.014948024;-0.0729218705;0.487666823;0.633266216;-0.0579738465;0.502614847;0.64821424;0.936600757523535;0.497699036414468;0.386948722237254;0;0;0;FALSE
>sp|Q91VR7|MLP3A_MOUSE Microtubule-associated proteins 1A/1B light chain 3A OS=Mus musculus GN=Map1lc3a PE=1 SV=1;6;1.212989202;-1.151102103;-0.566701295;0.51208289;0.666059689;0.538199914;-0.587981891;1.076886261;0.0309435495;-0.0273092025;0.6021298015;0.244452185;-0.058252752;0.571186252;0.2135086355;0.952401388773929;0.563148518286794;0.827097459792708;0;0;0;FALSE
>tr|Q3UHB6|Q3UHB6_MOUSE Potassium voltage gated channel, Shaw-related subfamily, member 1 OS=Mus musculus GN=Kcnc1 PE=2 SV=1;5;-0.936178708;0.920100131;0.474762908;-0.608240442;0.746741879;0.213694889;0.032949219;-0.563829513;-0.00803928850000002;-0.066738767;0.480218384;-0.265440147;-0.0586994785;0.4882576725;-0.2574008585;0.941171094711811;0.544723776745862;0.747123897839595;0;0;0;FALSE
>sp|Q69ZX8|ABLM3_MOUSE Actin-binding LIM protein 3 OS=Mus musculus GN=Ablim3 PE=1 SV=2;2;1.858561019;-2.170623394;-0.556714123;0.127089426;0.098132247;0.383382629;-1.135955085;1.654256965;-0.1560311875;-0.2148123485;0.240757438;0.25915094;-0.0587811609999999;0.3967886255;0.4151821275;0.967445708994745;0.783513694690685;0.773803464286937;0;0;0;FALSE
>sp|Q9JJ69|KCIP2_MOUSE Kv channel-interacting protein 2 OS=Mus musculus GN=Kcnip2 PE=1 SV=2;1;-0.24480965;0.296336104;0.583308248;-0.651154476;1.179653237;1.405424838;2.011220861;0.380996055;0.025763227;-0.033923114;1.2925390375;1.196108458;-0.059686341;1.2667758105;1.170345231;0.937419303387162;0.126999642014627;0.15384390166848;0;0;0;FALSE
>tr|Q4FJM5|Q4FJM5_MOUSE Ras homolog gene family, member B OS=Mus musculus GN=Rhob PE=1 SV=1;7;2.079622619;-2.185891141;-0.735275391;0.508923348;1.549022832;0.915708134;-0.108148045;1.115149443;-0.0531342610000001;-0.1131760215;1.232365483;0.503500699;-0.0600417604999999;1.285499744;0.55663496;0.96484491705072;0.360317303609693;0.684629862536545;0;0;0;FALSE
>tr|Q497E9|Q497E9_MOUSE 40S ribosomal protein S8 OS=Mus musculus GN=Rps8 PE=1 SV=1;8;-0.557646303;0.568100861;-0.237548014;0.127159287;-0.428026375;0.63029637;0.919980836;0.85360071;0.00522727900000003;-0.0551943635;0.1011349975;0.886790773;-0.0604216425;0.0959077185;0.881563494;0.926460454657306;0.883576332358268;0.204755564190067;0;0;0;FALSE
>tr|Q8R5C0|Q8R5C0_MOUSE Metaxin OS=Mus musculus GN=Mtx1 PE=2 SV=1;1;0.821375174;-0.782248709;-0.226571478;0.144023831;-0.044462449;-0.239521239;-0.63798719;-0.369990865;0.0195632325;-0.0412738235;-0.141991844;-0.5039890275;-0.060837056;-0.1615550765;-0.52355226;0.927778365062683;0.81012907804523;0.445127495326067;0;0;0;FALSE
>tr|A0MNP4|A0MNP4_MOUSE CDW13/WDR61 OS=Mus musculus GN=Wdr61 PE=1 SV=1;4;-1.408619999;1.321102213;0.331533856;-0.541974355;-1.587081394;-0.165005715;1.213140544;0.399989377;-0.0437588929999999;-0.1052202495;-0.8760435545;0.8065649605;-0.0614613565000001;-0.8322846615;0.8503238535;0.952256110582759;0.428237964690973;0.418752531055878;0;0;0;FALSE
>tr|Q0P666|Q0P666_MOUSE Sodium channel subunit beta-3 OS=Mus musculus GN=Scn3b PE=1 SV=1;1;-1.386802005;1.281043635;-0.140303127;-0.089698265;-0.856509882;-1.043128193;0.137355837;-0.839361258;-0.052879185;-0.115000696;-0.9498190375;-0.3510027105;-0.062121511;-0.8969398525;-0.2981235255;0.946135968586256;0.345281300063866;0.746672228071205;0;0;0;FALSE
>sp|O35435|PYRD_MOUSE Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Mus musculus GN=Dhodh PE=1 SV=2;6;-1.558402075;1.380019842;-0.027031896;-0.277162175;-0.63809848;-1.519963033;1.624243783;0.064486497;-0.0891911165;-0.1520970355;-1.0790307565;0.84436514;-0.062905919;-0.98983964;0.9335562565;0.952792826334334;0.366129381499838;0.392495049323717;0;0;0;FALSE
>sp|Q8VHP7|ILEUB_MOUSE Leukocyte elastase inhibitor B OS=Mus musculus GN=Serpinb1b PE=1 SV=1;1;-2.986824402;2.406612652;-0.73923819;0.033069843;-0.134140824;-0.60187437;-0.080004235;-0.137658895;-0.290105875;-0.3530841735;-0.368007597;-0.108831565;-0.0629782985000001;-0.0779017220000001;0.18127431;0.968055761568192;0.960493045044129;0.908270940871978;0;0;0;TRUE
>tr|E9Q1M6|E9Q1M6_MOUSE Protein Ankhd1 OS=Mus musculus GN=Ankhd1 PE=1 SV=1;1;0.210824311;-0.139058787;-0.311893827;0.257634607;0.351625063;-0.116528616;-0.703845178;0.205132047;0.035882762;-0.02712961;0.1175482235;-0.2493565655;-0.063012372;0.0816654615;-0.2852393275;0.915353727020784;0.89046731902563;0.633148420272961;0;0;0;FALSE
>sp|Q5KU39|VPS41_MOUSE Vacuolar protein sorting-associated protein 41 homolog OS=Mus musculus GN=Vps41 PE=1 SV=1;4;-1.72585492;1.604672831;0.547434124;-0.794688835;-0.730474337;-0.23536259;0.99282498;0.108026221;-0.0605910445;-0.1236273555;-0.4829184635;0.5504256005;-0.063036311;-0.422327419;0.611016645;0.955559106054242;0.710263110976822;0.592961004689374;0;0;0;FALSE
>sp|Q6PFD5|DLGP3_MOUSE Disks large-associated protein 3 OS=Mus musculus GN=Dlgap3 PE=1 SV=1;10;1.955688371;-1.335238159;0.108962753;0.384232086;0.154830254;0.946189583;0.505249835;1.244162831;0.310225106;0.2465974195;0.5505099185;0.874706333;-0.0636276865;0.2402848125;0.564481227;0.952519025831361;0.822388625322698;0.600973903754136;0;0;0;FALSE
>sp|Q9ESE1|LRBA_MOUSE Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus GN=Lrba PE=1 SV=1;6;-1.260710681;1.707448587;0.335969203;-0.01716826;-0.185458449;0.362153338;-0.199424986;-2.276613603;0.223368953;0.1594004715;0.0883474445;-1.2380192945;-0.0639684815;-0.1350215085;-1.4613882475;0.954405109969855;0.903981125582168;0.217267794704845;0;0;0;FALSE
>tr|D3YY63|D3YY63_MOUSE Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Mus musculus GN=Pisd PE=4 SV=1;1;0.248842406;-0.17762626;-0.175595441;0.115709027;0.002923125;-0.238468367;-0.815931691;-0.933706053;0.035608073;-0.029943207;-0.117772621;-0.874818872;-0.06555128;-0.153380694;-0.910426945;0.898744335074123;0.766503626044908;0.108757841639977;0;0;0;FALSE
>tr|V9GZG5|V9GZG5_MOUSE Glutamine synthetase OS=Mus musculus PE=3 SV=1;1;-0.949781206;0.934467008;0.197961085;-0.344827415;-0.440421335;-0.29742221;0.096887136;0.262614177;-0.007657099;-0.073433165;-0.3689217725;0.1797506565;-0.065776066;-0.3612646735;0.1874077555;0.928059042641467;0.622985451327161;0.797413004501027;0;0;0;FALSE
>sp|Q6PCP5|MFF_MOUSE Mitochondrial fission factor OS=Mus musculus GN=Mff PE=1 SV=1;7;-1.100638515;0.973230564;-0.127066291;-0.132204196;0.686255786;1.371258918;1.173402239;0.163932361;-0.0637039755;-0.1296352435;1.028757352;0.6686673;-0.065931268;1.0924613275;0.7323712755;0.935912696856222;0.209114552248211;0.385029522549687;0;0;0;FALSE
>sp|Q9EQ80|NIF3L_MOUSE NIF3-like protein 1 OS=Mus musculus GN=Nif3l1 PE=1 SV=4;7;0.784706457;-0.73573168;-0.322381286;0.23870332;-0.141157814;-0.923945725;-1.175111771;-1.077129356;0.0244873885;-0.041838983;-0.5325517695;-1.1261205635;-0.0663263715;-0.557039158;-1.150607952;0.923941924176156;0.433059859060631;0.128947648093456;0;0;0;FALSE
>sp|O55091|IMPCT_MOUSE Protein IMPACT OS=Mus musculus GN=Impact PE=1 SV=2;9;-0.072403506;0.152994977;-0.160094542;0.107655547;0.114412169;-2.121340258;-0.538071875;-1.656804916;0.0402957355;-0.0262194975;-1.0034640445;-1.0974383955;-0.066515233;-1.04375978;-1.137734131;0.937340322679809;0.241199452520886;0.205387963098004;0;0;0;FALSE
>tr|F6S742|F6S742_MOUSE E3 ubiquitin-protein ligase makorin-1 (Fragment) OS=Mus musculus GN=Mkrn1 PE=1 SV=1;1;-0.057215057;0.114427304;0.579433016;-0.655576375;-0.951637254;-0.518208667;-0.452395814;-1.688309902;0.0286061235;-0.0380716795;-0.7349229605;-1.070352858;-0.066677803;-0.763529084;-1.0989589815;0.923664811652176;0.29231428450612;0.144876671547062;0;0;0;FALSE
>tr|Q542N8|Q542N8_MOUSE Paralemmin, isoform CRA_b OS=Mus musculus GN=Palm PE=2 SV=1;1;-0.378259863;0.428643266;0.042945164;-0.126138982;-0.120446361;0.365090792;0.599432565;0.382336312;0.0251917015;-0.041596909;0.1223222155;0.4908844385;-0.0667886105;0.097130514;0.465692737;0.90481648840378;0.862021285945032;0.415681036371793;0;0;0;FALSE
>tr|Q6P1J1|Q6P1J1_MOUSE Crmp1 protein OS=Mus musculus GN=Crmp1 PE=1 SV=1;2;0.570744391;-0.526843154;-0.269557568;0.179662342;-0.293492381;0.425193755;-0.059348248;0.590608797;0.0219506185;-0.044947613;0.065850687;0.2656302745;-0.0668982315;0.0439000685;0.243679656;0.917312362001165;0.945670837564374;0.706660801249272;0;0;0;FALSE
>tr|A0A0G2JDW1|A0A0G2JDW1_MOUSE Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Mus musculus GN=Agap3 PE=1 SV=1;1;1.087251118;-1.090583978;-0.541462286;0.403238677;0.160069559;0.354583533;-0.451213168;1.294420846;-0.00166643;-0.0691118045;0.257326546;0.421603839;-0.0674453745;0.258992976;0.423270269;0.943044903615013;0.784361431888918;0.656195115186046;0;0;0;FALSE
>sp|Q9R0D8|WDR54_MOUSE WD repeat-containing protein 54 OS=Mus musculus GN=Wdr54 PE=1 SV=1;3;-0.763272452;0.675707257;-0.123666368;-0.100507456;-0.967730413;-0.082625253;0.342470316;1.073400015;-0.0437825975;-0.112086912;-0.525177833;0.7079351655;-0.0683043145;-0.4813952355;0.751717763;0.922514194313999;0.500121793274792;0.303331342934259;0;0;0;FALSE
>tr|Q80ZJ2|Q80ZJ2_MOUSE Impa1 protein OS=Mus musculus GN=Impa1 PE=1 SV=1;1;-2.145737364;1.849598085;0.053311405;-0.486860106;-0.502867847;0.293680511;0.962994486;-0.414270576;-0.1480696395;-0.2167743505;-0.104593668;0.274361955;-0.0687047110000001;0.0434759715;0.4224315945;0.957250381651621;0.972938786629904;0.74267519870697;0;0;0;FALSE
>sp|Q8CHT1|NGEF_MOUSE Ephexin-1 OS=Mus musculus GN=Ngef PE=1 SV=1;12;0.297528652;-0.251617168;-0.720757158;0.627898491;-0.880965388;1.640614176;-0.53824764;2.132643103;0.022955742;-0.0464293335;0.379824394;0.7971977315;-0.0693850755;0.356868652;0.7742419895;0.953334770775729;0.764159173520741;0.520128166941829;0;0;0;FALSE
>sp|Q9CQF0|RM11_MOUSE 39S ribosomal protein L11, mitochondrial OS=Mus musculus GN=Mrpl11 PE=1 SV=1;2;-0.961826632;0.79547144;-0.060163977;-0.245064349;-0.921751504;-0.564306321;0.387757439;0.455001133;-0.083177596;-0.152614163;-0.7430289125;0.421379286;-0.069436567;-0.6598513165;0.504556882;0.920424298997387;0.357464192801743;0.476075394476693;0;0;0;FALSE
>tr|Q6NXL5|Q6NXL5_MOUSE ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 OS=Mus musculus GN=Acap3 PE=1 SV=1;2;-1.298273544;1.241424589;0.328258085;-0.524822937;-0.595739984;0.68813168;1.604504005;-0.365619197;-0.0284244775;-0.098282426;0.046195848;0.619442404;-0.0698579485000001;0.0746203255;0.6478668815;0.94891644657078;0.94544038518157;0.557384535473025;0;0;0;FALSE
>sp|Q148W0|AT8B1_MOUSE Phospholipid-transporting ATPase IC OS=Mus musculus GN=Atp8b1 PE=1 SV=2;1;0.269264743;-0.194091898;-0.47724802;0.412671781;-0.19344073;0.666830298;0.355780019;0.989909502;0.0375864225;-0.0322881195;0.236694784;0.6728447605;-0.069874542;0.1991083615;0.635258338;0.912089053959621;0.753826233467737;0.332247498299926;0;0;0;FALSE
>sp|B9EHT4|CLIP3_MOUSE CAP-Gly domain-containing linker protein 3 OS=Mus musculus GN=Clip3 PE=1 SV=1;4;-2.252690602;2.051892447;0.128702987;-0.470536011;-0.826304228;-1.377670837;1.198703347;-0.03319023;-0.1003990775;-0.170916512;-1.1019875325;0.5827565585;-0.0705174345000001;-1.001588455;0.683155636;0.957923470956616;0.462591289502185;0.612610813600953;0;0;0;FALSE
>sp|Q60750|EPHA1_MOUSE Ephrin type-A receptor 1 OS=Mus musculus GN=Epha1 PE=1 SV=2;1;1.302622619;-1.347711552;-0.254680934;0.068417354;0.787249187;-0.260291082;0.106606845;0.148121872;-0.0225444665;-0.09313179;0.2634790525;0.1273643585;-0.0705873235000001;0.286023519;0.149908825;0.939130257425097;0.757771207561554;0.871264276238047;0;0;0;FALSE
>sp|Q9DC69|NDUA9_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Mus musculus GN=Ndufa9 PE=1 SV=2;14;0.702746645;-0.6616554;0.3278511;-0.428096183;1.622290941;1.547991071;1.419635381;-0.28027042;0.0205456225;-0.0501225415;1.585141006;0.5696824805;-0.070668164;1.5645953835;0.549136858;0.929498142930385;0.0810709489072746;0.498939908286532;0;0;0;FALSE
>sp|Q9QXT8|CSEN_MOUSE Calsenilin OS=Mus musculus GN=Kcnip3 PE=1 SV=2;1;0.060119265;0.002195177;0.16889602;-0.248482901;1.115110347;0.783723677;0.89342832;0.037087332;0.031157221;-0.0397934405;0.949417012;0.465257826;-0.0709506615;0.918259791;0.434100605;0.899614873667693;0.133554993852759;0.449615634153899;0;0;0;FALSE
>tr|F8VQK3|F8VQK3_MOUSE Protein Gucy1a2 OS=Mus musculus GN=Gucy1a2 PE=1 SV=1;10;-0.042651546;0.034231726;-0.006663863;-0.144148164;-0.028189009;-1.010094665;-0.957634993;-0.628133501;-0.00420991;-0.0754060135;-0.519141837;-0.792884247;-0.0711961035;-0.514931927;-0.788674337;0.900166155084965;0.377795197115238;0.192123041224429;0;0;0;FALSE
>sp|Q9JKV1|ADRM1_MOUSE Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus GN=Adrm1 PE=1 SV=2;6;-0.153699468;0.229247611;-0.416731528;0.34857497;-0.140632984;0.666492957;-0.213144452;1.185651969;0.0377740715;-0.034078279;0.2629299865;0.4862537585;-0.0718523505;0.225155915;0.448479687;0.918206484918361;0.748434977595927;0.527507664341882;0;0;0;FALSE
>tr|A0A140T8V1|A0A140T8V1_MOUSE Protein Fabp3-ps1 OS=Mus musculus GN=Fabp3-ps1 PE=3 SV=1;2;1.353411412;-1.471249813;-0.6295662;0.367256886;0.627605068;0.391500772;-0.995240121;0.13721616;-0.0589192005;-0.131154657;0.50955292;-0.4290119805;-0.0722354565;0.5684721205;-0.37009278;0.942699354817455;0.575989337266757;0.713987099997661;0;0;0;FALSE
>sp|Q9DBC0|SELO_MOUSE Selenoprotein O OS=Mus musculus GN=Selo PE=1 SV=4;1;-1.134423491;1.074015804;-0.18003814;-0.025927682;-0.977048595;-0.281972834;1.002012695;-0.651020284;-0.0302038434999999;-0.102982911;-0.6295107145;0.1754962055;-0.0727790675000001;-0.599306871;0.205700049;0.936938653425707;0.521010916255619;0.823335286485003;0;0;0;FALSE
>sp|A2A5R2|BIG2_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus GN=Arfgef2 PE=1 SV=1;17;0.075447428;-0.003909035;0.205975362;-0.280617668;-0.175523683;0.753232101;0.467053007;0.174754913;0.0357691965;-0.037321153;0.288854209;0.32090396;-0.0730903495;0.2530850125;0.2851347635;0.898615291018049;0.66115594593765;0.62208645417464;0;0;0;FALSE
>sp|P70318|TIAR_MOUSE Nucleolysin TIAR OS=Mus musculus GN=Tial1 PE=1 SV=1;1;-0.479424393;0.51533164;-0.639393401;0.527677856;0.397647274;-1.351108628;-1.265917962;-0.550874063;0.0179536235;-0.0558577725;-0.476730677;-0.9083960125;-0.073811396;-0.4946843005;-0.926349636;0.928794651570697;0.554272135263079;0.282613284192979;0;0;0;FALSE
>tr|Q6P5B5|Q6P5B5_MOUSE Fragile X mental retardation syndrome-related protein 2 OS=Mus musculus GN=Fxr2 PE=1 SV=1;1;-0.50653752;0.544922513;0.546458825;-0.65652664;0.18874415;1.301357021;2.163866255;0.001260565;0.0191924965;-0.0550339075;0.7450505855;1.08256341;-0.0742264040000001;0.725858089;1.0633709135;0.936658910336338;0.446781785998658;0.276003378616342;0;0;0;FALSE
>sp|Q62415|ASPP1_MOUSE Apoptosis-stimulating of p53 protein 1 OS=Mus musculus GN=Ppp1r13b PE=1 SV=2;4;-0.364707534;0.352298892;-0.37428899;0.213084015;-0.599631933;-0.059472725;-0.661898712;-0.727865599;-0.00620432100000001;-0.0806024875;-0.329552329;-0.6948821555;-0.0743981665;-0.323348008;-0.6886778345;0.896393435928251;0.575630273258813;0.250940884331992;0;0;0;FALSE
